ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,trans_id,rtt,query,qclass,qclass_name,qtype,qtype_name,rcode,rcode_name,AA,TC,RD,RA,Z,answers,TTLs,rejected,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents
1570548561,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,27997,-,pc.koitera.com,-,-,-,-,0,NOERROR,F,F,F,T,0,116.91.115.130,3595,F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548557,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,65531,-,koitera.com,-,-,-,-,0,NOERROR,F,F,F,T,0,116.91.115.130,3595,F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548571,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,20347,-,koitera.net,-,-,-,-,0,NOERROR,F,F,F,T,0,116.91.115.130,3585,F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548573,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,55281,-,0906815.com,-,-,-,-,0,NOERROR,F,F,F,T,0,119.82.155.102,59,F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548553,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,48086,-,koitera.net,-,-,-,-,0,NOERROR,F,F,F,T,0,116.91.115.130,3599,F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548551,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,26023,-,0900259.com,-,-,-,-,0,NOERROR,F,F,F,T,0,119.82.155.98,59,F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548583,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,12858,-,pc.koitera.com,-,-,-,-,0,NOERROR,F,F,F,T,0,116.91.115.130,3573,F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548587,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,8659,-,pc.koitera.com,-,-,-,-,0,NOERROR,F,F,F,T,0,116.91.115.130,3570,F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548583,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,386,-,koitera.com,-,-,-,-,0,NOERROR,F,F,F,T,0,116.91.115.130,3570,F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548582,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,36117,-,koitera.net,-,-,-,-,0,NOERROR,F,F,F,T,0,116.91.115.130,3569,F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548586,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,64205,-,koitera.net,-,-,-,-,0,NOERROR,F,F,F,T,0,116.91.115.130,3566,F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548579,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,12542,-,koitera.com,-,-,-,-,0,NOERROR,F,F,F,T,0,116.91.115.130,3574,F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548579,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,15980,-,koitera.net,-,-,-,-,0,NOERROR,F,F,F,T,0,116.91.115.130,3573,F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548586,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,21063,-,koitera.com,-,-,-,-,0,NOERROR,F,F,F,T,0,116.91.115.130,3580,F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548589,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,18169,-,6-2m3kf.jp,-,-,-,-,0,NOERROR,F,F,F,T,0,65.19.180.78,59,F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548580,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,47380,-,0908037.com,-,-,-,-,0,NOERROR,F,F,F,T,0,119.82.155.100,59,F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548584,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,8899,-,0909148.com,-,-,-,-,0,NOERROR,F,F,F,T,0,119.82.155.99,59,F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548576,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,64186,-,pc.koitera.com,-,-,-,-,0,NOERROR,F,F,F,T,0,116.91.115.130,3580,F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548594,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,12718,-,7-62necn1m.jp,-,-,-,-,0,NOERROR,F,F,F,T,0,163.43.251.9,119,F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548579,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,14268,-,pc.koitera.com,-,-,-,-,0,NOERROR,F,F,F,T,0,116.91.115.130,3577,F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548593,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,42710,-,7-62necn1m.jp,-,-,-,-,0,NOERROR,F,F,F,T,0,163.43.251.9,119,F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548575,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,60259,-,koitera.com,-,-,-,-,0,NOERROR,F,F,F,T,0,116.91.115.130,3584,F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548589,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,25981,-,3-8h7eo0.jp,-,-,-,-,0,NOERROR,F,F,F,T,0,65.19.180.78,59,F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548591,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,9403,-,6ysp4qaptygve7bo.com,-,-,-,-,0,NOERROR,F,F,F,T,0,61.97.245.158,299,F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548588,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,25614,-,1a2n-f9.jp,-,-,-,-,0,NOERROR,F,F,F,T,0,65.19.180.78,59,F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548590,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,16466,-,6f4n-8w.jp,-,-,-,-,0,NOERROR,F,F,F,T,0,65.19.180.78,59,F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548577,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,56176,-,0907926.com,-,-,-,-,0,NOERROR,F,F,F,T,0,119.82.155.101,59,F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548606,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,61418,-,www.accounthomecenters.com,-,-,-,-,0,NOERROR,F,F,F,T,0,"parking.namesilo.com,45.58.190.82,204.188.203.154,107.191.99.119,209.141.38.71,107.161.23.204,198.251.84.92,64.32.22.101,70.39.125.243,198.251.81.30,192.161.187.200,188.164.131.200","3602.000000,299.000000,299.000000,299.000000,299.000000,299.000000,299.000000,299.000000,299.000000,299.000000,299.000000,299.000000",F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548607,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,46560,-,www.google.com,-,-,-,-,0,NOERROR,F,F,F,T,0,172.217.13.164,168,F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548605,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,1688,-,aboutir.site,-,-,-,-,0,NOERROR,F,F,F,T,0,213.186.33.5,3599,F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548604,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,65089,-,9lb461jin2.jp,-,-,-,-,0,NOERROR,F,F,F,T,0,163.43.251.12,119,F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548606,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,16150,-,www.accounthomecenters.com,-,-,-,-,0,NOERROR,F,F,F,T,0,parking.namesilo.com,3602,F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548598,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,30520,-,7ra6txs8etjdfoge.com,-,-,-,-,0,NOERROR,F,F,F,T,0,61.97.245.149,299,F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548600,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,10638,-,7ywv2yddfkmfb9ya.com,-,-,-,-,0,NOERROR,F,F,F,T,0,61.97.245.158,299,F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548605,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,37922,-,a-ablecontractorsglobalservices.com,-,-,-,-,0,NOERROR,F,F,F,T,0,209.99.40.222,299,F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548603,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,58925,-,931rh8xc.jp,-,-,-,-,0,NOERROR,F,F,F,T,0,65.19.180.78,59,F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548606,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,4324,-,accounthomecenters.com,-,-,-,-,0,NOERROR,F,F,F,T,0,"107.161.23.204,192.161.187.200,209.141.38.71","3602.000000,3602.000000,3602.000000",F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548606,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,48791,-,google.com,-,-,-,-,0,NOERROR,F,F,F,T,0,172.217.1.174,299,F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548607,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,46715,-,www.google.com,-,-,-,-,0,NOERROR,F,F,F,T,0,2607:f8b0:400b:801::2004,299,F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548606,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,57247,-,google.com,-,-,-,-,0,NOERROR,F,F,F,T,0,2607:f8b0:400b:809::200e,299,F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548605,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,54987,-,www.aboutir.site,-,-,-,-,0,NOERROR,F,F,F,T,0,213.186.33.5,3599,F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548604,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,52298,-,9lb461jin2.jp,-,-,-,-,0,NOERROR,F,F,F,T,0,163.43.251.12,119,F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548597,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,62982,-,7q5-1o.jp,-,-,-,-,0,NOERROR,F,F,F,T,0,65.19.180.78,59,F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548595,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,51222,-,769zqwhednmurkq7.com,-,-,-,-,0,NOERROR,F,F,F,T,0,61.97.245.164,299,F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548623,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,36546,-,airdomaikings.com,-,-,-,-,0,NOERROR,F,F,F,T,0,"209.141.38.71,107.161.23.204,192.161.187.200","3602.000000,3602.000000,3602.000000",F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548624,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,59037,-,google.com,-,-,-,-,0,NOERROR,F,F,F,T,0,172.217.1.174,282,F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548624,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,63873,-,www.google.com,-,-,-,-,0,NOERROR,F,F,F,T,0,2607:f8b0:400b:801::2004,299,F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548624,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,23622,-,google.com,-,-,-,-,0,NOERROR,F,F,F,T,0,2607:f8b0:400b:809::200e,299,F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548623,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,17829,-,www.airdomaikings.com,-,-,-,-,0,NOERROR,F,F,F,T,0,parking.namesilo.com,3602,F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548621,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,59208,-,airdispatchexpress.com,-,-,-,-,0,NOERROR,F,F,F,T,0,31.170.160.61,14399,F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548618,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,49648,-,5805.scenbe.com,-,-,-,-,0,NOERROR,F,F,F,T,0,198.54.112.216,1,F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548618,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,38966,-,ahmqv.com,-,-,-,-,0,NOERROR,F,F,F,T,0,200.63.47.3,599,F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548620,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,638,-,aicloudemail.com,-,-,-,-,0,NOERROR,F,F,F,T,0,3.1.232.43,1799,F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548623,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,1102,-,www.airdomaikings.com,-,-,-,-,0,NOERROR,F,F,F,T,0,"parking.namesilo.com,107.161.23.204,198.251.84.92,188.164.131.200,45.58.190.82,209.141.38.71,204.188.203.154,192.161.187.200,64.32.22.101,107.191.99.119,198.251.81.30,70.39.125.243","3602.000000,299.000000,299.000000,299.000000,299.000000,299.000000,299.000000,299.000000,299.000000,299.000000,299.000000,299.000000",F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548624,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,42003,-,www.google.com,-,-,-,-,0,NOERROR,F,F,F,T,0,172.217.13.164,75,F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548619,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,12156,-,aicloudemail.com,-,-,-,-,0,NOERROR,F,F,F,T,0,3.1.232.43,1799,F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548626,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,17272,-,amazongrps.com,-,-,-,-,0,NOERROR,F,F,F,T,0,103.20.75.247,3599,F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548626,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,41840,-,althanicharityfoundation.com,-,-,-,-,0,NOERROR,F,F,F,T,0,50.31.65.75,14399,F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548625,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,38054,-,alrayedtravel.com,-,-,-,-,0,NOERROR,F,F,F,T,0,195.161.41.33,10799,F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548625,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,31999,-,allyncoralyn.ru,-,-,-,-,0,NOERROR,F,F,F,T,0,185.155.96.63,599,F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548630,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,36890,-,annaliesefayre.ru,-,-,-,-,0,NOERROR,F,F,F,T,0,185.155.96.63,599,F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548633,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,52508,-,www.appleiw.world,-,-,-,-,0,NOERROR,F,F,F,T,0,"104.28.11.164,104.28.10.164","299.000000,299.000000",F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548632,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,26915,-,www.appellats.world,-,-,-,-,0,NOERROR,F,F,F,T,0,"2606:4700:30::681f:46a2,2606:4700:30::681f:47a2","119.000000,119.000000",F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548632,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,50293,-,appellats.world,-,-,-,-,0,NOERROR,F,F,F,T,0,107.161.82.133,299,F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548632,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,30113,-,www.appellats.world,-,-,-,-,0,NOERROR,F,F,F,T,0,"104.31.70.162,104.31.71.162","119.000000,119.000000",F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548632,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,25576,-,appleiw.world,-,-,-,-,0,NOERROR,F,F,F,T,0,107.161.82.143,299,F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548633,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,63430,-,www.appleiw.world,-,-,-,-,0,NOERROR,F,F,F,T,0,"2606:4700:30::681c:ba4,2606:4700:30::681c:aa4","299.000000,299.000000",F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548640,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,12727,-,beliakiley.ru,-,-,-,-,0,NOERROR,F,F,F,T,0,185.155.96.63,599,F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548638,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,58134,-,avisosindustriales.me,-,-,-,-,0,NOERROR,F,F,F,T,0,192.151.158.114,21599,F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548636,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,39439,-,au-borders.com,-,-,-,-,0,NOERROR,F,F,F,T,0,31.170.160.61,14399,F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
1570548642,Cg5jef2SERlMz5gfX4,150.150.150.10,58075,8.8.8.8,53,udp,28626,-,bikkuri-anajyouhou-osiemasu.com,-,-,-,-,0,NOERROR,F,F,F,T,0,180.131.140.103,1199,F,dns,12591.75888,32,2867371,SF,-,-,0,CdCCCCD,1,60,30522,3721987,-
